name	* Description	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
of Siphoning	Life gained after each hit	100	1	1	20		17				20	80	healperhit		10	12									dred	mele	amaz											0	0
of Splitting	+# Bone Spear Projectiles	100	1	1	21		26		nec	30	640	81	extra_bonespears		1	1										head	wand											0	0
of Splitting	+# Holy Bolt Projectiles	100	1	1	21		26		pal	30	640	81	extra_holybolt		1	1										scep	ashd											0	0
of Craftsmanship	+# to Maximum Damage	100	1	0	21	70	15				200	14	dmg-max		3	3										scha												0	0
of Quality	+# to Maximum Damage	100	1	0	36		45				100	14	dmg-max		5	5										scha												0	0
of Maiming	+# to Maximum Damage	100	1	0	60		75				30	14	dmg-max		10	10										scha												0	0
of Frost	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	0	14	70	10				200	10	cold-min		1	1	cold-max		1	5	cold-len		25	25		scha												0	0
of the Icicle	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	0	21		25				100	10	cold-min		2	5	cold-max		5	10	cold-len		25	25		scha												0	0
of the Glacier	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	0	60		40				30	10	cold-min		3	10	cold-max		10	20	cold-len		25	25		scha												0	0
of Winter	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	0	81		75				10	10	cold-min		5	20	cold-max		20	40	cold-len		25	25		scha												0	0
of Flame	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	0	14	70	10				200	12	fire-min		1	1	fire-max		1	5						scha												0	0
of Fire	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	0	21		25				100	12	fire-min		2	5	fire-max		5	10						scha												0	0
of Burning	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	0	60		40				30	12	fire-min		3	10	fire-max		10	20						scha												0	0
of Incineration	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	0	81		75				10	12	fire-min		5	20	fire-max		20	40						scha												0	0
of Shock	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	0	14	70	10				200	13	ltng-min		1	1	ltng-max		1	5						scha												0	0
of Lightning	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	0	21		25				100	13	ltng-min		2	5	ltng-max		5	10						scha												0	0
of Thunder	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	0	60		40				30	13	ltng-min		3	10	ltng-max		10	20						scha												0	0
of Storms	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	0	81		75				10	13	ltng-min		5	20	ltng-max		20	40						scha												0	0
of Blight	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	0	15	70	10				200	16	dmg-pois	75	20	20	res-pois-len		2	3						scha												0	0
of Venom	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	0	30		25				100	16	dmg-pois	75	60	60	res-pois-len		4	5						scha												0	0
of Pestilence	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	0	45		40				30	16	dmg-pois	100	180	180	res-pois-len		6	7						scha												0	0
of Anthrax	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	0	81		75				10	16	dmg-pois	125	360	360	res-pois-len		8	9						scha												0	0
of Life	+# to Life	100	1	0	1	70	14				200	26	hp		5	10										scha												0	0
of Substinence	+# to Life	100	1	0	23		17				100	26	hp		10	15										scha												0	0
of Vita	+# to Life	100	1	0	47		39				30	26	hp		15	20										scha												0	0
of Inertia	+#% Faster Run/Walk	100	1	0	35		27				50	35	move1		3	3										scha												0	0
of Balance	+#% Faster Hit Recovery	100	1	0	37		29				50	18	balance1		5	5										scha												0	0
of Fortune	#% Better Chance of Getting Magic Items	100	1	0	20		20				50	22	mag%		3	6										scha												0	0
of Good Luck	#% Better Chance of Getting Magic Items	100	1	0	60		60				10	22	mag%		6	10										scha												0	0
of Defense1	+# Defense	100	1	0	7	70	10				100	31	ac		5	10										scha													
of Defense1	+# Defense	100	1	0	25		30				50	31	ac		10	15										scha													
of Guarding	+# Defense	100	1	0	60		60				10	31	ac		15	25										scha													
of Energy	+# Mana	100	1	0	7	70	10				100	31	mana		5	10										scha													
of Energy	+# Mana	100	1	0	25		30				50	31	mana		10	15										scha													
of Sorcery	+# Mana	100	1	0	60		60				10	31	mana		15	20										scha													
of the Weasel	+# Attack Rating	100	1	0	7	70	10				100	31	att		5	10										scha													
of the Fox	+# Attack Rating	100	1	0	25		30				50	31	att		10	15										scha													
of the Jackal	+# Attack Rating	100	1	0	60		60				10	31	att		15	25										scha													
of Defense1	+# Defense	100	1	0	1	70	10				100	31	ac		10	15										mcha													
of Defense1	+# Defense	100	1	0	25		30				50	31	ac		20	30										mcha													
of Guarding	+# Defense	100	1	0	60		60				10	31	ac		40	50										mcha													
of the Mind	+# Mana	100	1	0	7	70	10				100	31	mana		5	10										mcha													
of the Mind	+# Mana	100	1	0	25		30				50	31	mana		10	20										mcha													
of Wizardry	+# Mana	100	1	0	60		60				10	31	mana		25	40										mcha													
of the Wolf	+# Attack Rating	100	1	0	7	70	10				100	31	att		10	15										mcha													
of the Tiger	+# Attack Rating	100	1	0	25		30				50	31	att		20	30										mcha													
of the Bear	+# Attack Rating	100	1	0	60		60				10	31	att		40	50										mcha													
of Dexterity	+# to Dexterity	100	1	0	7		10				100	31	dex		2	4										mcha												0	0
of Dexterity	+# to Dexterity	100	1	0	25		30				100	31	dex		4	6										mcha												0	0
of Strength	+# to Strength	100	1	0	7		10				100	31	str		2	4										mcha												0	0
of Strength	+# to Strength	100	1	0	25		30				100	31	str		4	6										mcha												0	0
of Vitality	+# to Vitality	100	1	0	7		10				100	31	vit		2	4										mcha												0	0
of Vitality	+# to Vitality	100	1	0	25		30				100	31	vit		4	6										mcha												0	0
of Energy	+# to Energy	100	1	0	7		10				100	31	enr		2	4										mcha												0	0
of Energy	+# to Energy	100	1	0	25		30				100	31	enr		4	6										mcha												0	0
of the Swordsman	+# to Dexterity	100	1	0	7		10				10	31	dex		2	4	str	2	4							mcha												0	0
of the Rogue	+# to Dexterity	100	1	0	7		10				10	31	dex		4	6	vit	4	6							mcha												0	0
of the Monk	+# to Dexterity	100	1	0	7		10				10	31	dex		2	4	enr	2	4							mcha												0	0
of the Stalwart	+# to Strength	100	1	0	7		10				10	31	str		4	6	vit	4	6							mcha												0	0
of the Proud	+# to Strength	100	1	0	7		10				10	31	str		2	4	enr	2	4							mcha												0	0
of the Young	+# to Vitality	100	1	0	7		10				10	31	vit		4	6	enr	4	6							mcha												0	0
of the Swift	+#% Faster Run/Walk	100	1	0	12		10				100	32	move2		5	5										mcha												0	0
of the Nimble	+#% Faster Hit Recovery	100	1	0	12		10				100	32	balance2		5	5										mcha												0	0
of the Stoic	+#% Faster Block Rate	100	1	0	12		10				100	32	block2		5	5										mcha												0	0
of the Blitz	+#% Faster Attack Speed	100	1	0	18		18				100	32	swing2		5	5										mcha												0	0
of the Fluent	+#% Faster Cast Rate	100	1	0	18		18				100	32	cast2		5	5										mcha												0	0
of Life	+# to Life	100	1	0	12	70	9				200	31	hp		11	15										mcha												0	0
of Substinence	+# to Life	100	1	0	42		34				100	31	hp		21	25										mcha												0	0
of Vita	+# to Life	100	1	0	74		66				50	31	hp		31	35										mcha												0	0
of Mastery	-#% to Enemy Fire Resistance	100	1	0	65		81				10	82	pierce-fire		3	5										mcha												0	0
of Mastery	-#% to Enemy Lightning Resistance	100	1	0	65		81				10	82	pierce-ltng		3	5										mcha												0	0
of Mastery	-#% to Enemy Cold Resistance	100	1	0	65		81				10	82	pierce-cold		3	5										mcha												0	0
of Mastery	-#% to Enemy Poison Resistance	100	1	0	65		81				10	82	pierce-pois		3	5										mcha												0	0
of Mastery	+#% to Fire Skill Damage	100	1	0	65		81				10	83	extra-fire		3	5										mcha												0	0
of Mastery	+#% to Lightning Skill Damage	100	1	0	65		81				10	83	extra-ltng		3	5										mcha												0	0
of Mastery	+#% to Cold Skill Damage	100	1	0	65		81				10	83	extra-cold		3	5										mcha												0	0
of Mastery	+#% to Poison Skill Damage	100	1	0	65		81				10	83	extra-pois		3	5										mcha												0	0
of Frost	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	0	5	60	5				240	10	cold-min		4	6	cold-max		6	8						lcha												0	0
of the Icicle	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	0	35	81	35				120	10	cold-min		6	8	cold-max		10	15						lcha												0	0
of the Glacier	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	1	43		52				60	10	cold-min		8	10	cold-max		12	18						lcha												0	0
of Winter	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	1	57	80	69				30	10	cold-min		12	14	cold-max		20	25						lcha												0	0
of Winter	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	1	81		69				60	10	cold-min		12	14	cold-max		20	25						lcha												0	0
of Flame	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	0	5	60	5				240	10	fire-min		2	4	fire-max		6	8						lcha												0	0
of Fire	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	0	35	81	35				120	10	fire-min		4	6	fire-max		10	15						lcha												0	0
of Burning	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	1	43		52				60	10	fire-min		6	8	fire-max		12	18						lcha												0	0
of Incineration	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	1	57	80	69				30	10	fire-min		10	15	fire-max		20	25						lcha												0	0
of Incineration	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	1	81		69				60	10	fire-min		10	15	fire-max		20	25						lcha												0	0
of Shock	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	0	5	60	5				240	10	ltng-min		2	4	ltng-max		6	8						lcha												0	0
of Lightning	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	0	35	81	35				120	10	ltng-min		4	6	ltng-max		10	15						lcha												0	0
of Thunder	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	1	43		52				60	10	ltng-min		6	8	ltng-max		12	18						lcha												0	0
of Storms	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	1	57	80	69				30	10	ltng-min		10	15	ltng-max		20	25						lcha												0	0
of Storms	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	1	81		69				60	10	ltng-min		10	15	ltng-max		20	25						lcha												0	0
of Blight	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	0	5	60	5				240	10	dmg-pois	75	60	80										lcha												0	0
of Venom	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	0	35	81	35				120	10	dmg-pois	75	80	100										lcha												0	0
of Pestilence	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	1	43		52				60	10	dmg-pois	100	100	120										lcha												0	0
of Anthrax	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	1	57	80	69				30	10	dmg-pois	125	120	140										lcha												0	0
of Anthrax	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	1	81		69				60	10	dmg-pois	125	120	140										lcha												0	0
of Dexterity	+# to Dexterity	100	1	0	1	60	1				120	31	dex		2	3										lcha												0	0
of Dexterity	+# to Dexterity	100	1	1	25	81	30				60	31	dex		3	5										lcha												0	0
of Strength	+# to Strength	100	1	0	1	60	1				120	31	str		2	3										lcha												0	0
of Strength	+# to Strength	100	1	1	25	81	30				60	31	str		3	5										lcha												0	0
of Life	+# to Life	100	1	0	10	60	10				240	26	hp		10	15										lcha												0	0
of Life	+# to Life	100	1	0	20	60	20				240	26	hp		15	20										lcha												0	0
of Life	+# to Life	100	1	0	35	60	35				240	26	hp		20	25										lcha												0	0
of Substinence	+# to Life	100	1	0	45	81	45				240	26	hp		25	30										lcha												0	0
of Substinence	+# to Life	100	1	0	55	81	55				120	26	hp		30	35										lcha												0	0
of Substinence	+# to Life	100	1	0	61		61				120	26	hp		35	40										lcha												0	0
of Vita	+# to Life	100	1	0	75		70				60	26	hp		40	50										lcha												0	0
of Vita	+# to Life	100	1	1	57		69				60	26	hp		50	60										lcha												0	0
of Vita	+# to Life	100	1	1	62	87	75				30	26	hp		60	70										lcha												0	0
of Vita	+# to Life	100	1	1	88		75				60	26	hp		60	70										lcha												0	0
of Inertia	+#% Faster Run/Walk	100	1	1	11		13				60	35	move3		5	5										lcha												0	0
of Balance	+#% Faster Hit Recovery	100	1	1	7		9				60	18	balance3		5	5										lcha												0	0
of Mosaic	+#% chance for finishing moves to not consume charges	100	1	1	21		26		ass	30	640	81	charge-noconsume		50	50										h2h												0	0
of Vitality	+# to Vitality	100	1	0	1	60	1				120	31	vit		2	3										lcha												0	0
of Vitality	+# to Vitality	100	1	1	25	81	30				60	31	vit		3	5										lcha												0	0
of Energy	+# to Energy	100	1	0	1	60	1				120	31	enr		2	3										lcha												0	0
of Energy	+# to Energy	100	1	1	25	81	30				60	31	enr		3	5										lcha												0	0
of Dexterity	+# to Dexterity	100	1	0	61		61				40	31	dex		5	8										lcha												0	0
of Strength	+# to Strength	100	1	0	61		61				40	31	str		5	8										lcha												0	0
of Vitality	+# to Vitality	100	1	0	61		61				40	31	vit		5	8										lcha												0	0
of Energy	+# to Energy	100	1	1	43	60	52				20	31	enr		5	8										lcha												0	0
of Energy	+# to Energy	100	1	1	61		52				40	31	enr		5	8										lcha												0	0
of Inertia	+#% Faster Run/Walk	100	1	1	57	80	69				30	35	move3		10	10										lcha												0	0
of Inertia	+#% Faster Run/Walk	100	1	1	81		69				60	35	move3		10	10										lcha												0	0
of Balance	+#% Faster Hit Recovery	100	1	1	57	80	69				30	18	balance3		10	10										lcha												0	0
of Balance	+#% Faster Hit Recovery	100	1	1	81		69				60	18	balance3		10	10										lcha												0	0
of Acidity	-# Enemy Poison Resistance	100	0	1	64		64				10	307	pierce-pois	1	1	1										scha													
of Acidity	-# Enemy Poison Resistance	100	0	1	64		64				10	307	pierce-pois	1	1	2										ring	mcha												
of Acidity	-# Enemy Poison Resistance	100	0	1	64		64				10	307	pierce-pois	1	1	3										amul	glov	boot	belt	helm	lcha								
of Acidity	-# Enemy Poison Resistance	100	0	1	64		64				10	307	pierce-pois	1	1	4										shld	weap												
of Acidity	-# Enemy Poison Resistance	100	0	1	64		64				10	307	pierce-pois	1	2	8										tors													
of Kindling	-# Enemy Poison Resistance	100	0	1	64		64				10	307	pierce-fire	1	1	1										scha													
of Kindling	-# Enemy Fire Resistance	100	0	1	64		64				10	307	pierce-fire	1	1	2										ring	mcha												
of Kindling	-# Enemy Fire Resistance	100	0	1	64		64				10	307	pierce-fire	1	1	3										amul	glov	boot	belt	helm	lcha								
of Kindling	-# Enemy Fire Resistance	100	0	1	64		64				10	307	pierce-fire	1	1	4										shld	weap												
of Kindling	-# Enemy Fire Resistance	100	0	1	64		64				10	307	pierce-fire	1	2	8										tors													
of Numbing	-# Enemy Cold Resistance	100	0	1	64		64				10	307	pierce-cold	1	1	1										scha													
of Numbing	-# Enemy Cold Resistance	100	0	1	64		64				10	307	pierce-cold	1	1	2										ring	mcha												
of Numbing	-# Enemy Cold Resistance	100	0	1	64		64				10	307	pierce-cold	1	1	3										amul	glov	boot	belt	helm	lcha								
of Numbing	-# Enemy Cold Resistance	100	0	1	64		64				10	307	pierce-cold	1	1	4										shld	weap												
of Numbing	-# Enemy Cold Resistance	100	0	1	64		64				10	307	pierce-cold	1	2	8										tors													
of Conductivity	-# Enemy Lightning Resistance	100	0	1	64		64				10	307	pierce-ltng	1	1	1										scha													
of Conductivity	-# Enemy Lightning Resistance	100	0	1	64		64				10	307	pierce-ltng	1	1	2										ring	mcha												
of Conductivity	-# Enemy Lightning Resistance	100	0	1	64		64				10	307	pierce-ltng	1	1	3										amul	glov	boot	belt	helm	lcha								
of Conductivity	-# Enemy Lightning Resistance	100	0	1	64		64				10	307	pierce-ltng	1	1	4										shld	weap												
of Conductivity	-# Enemy Lightning Resistance	100	0	1	64		64				10	307	pierce-ltng	1	2	8										tors													
of Thaumaturgy	-# Enemy Magic Resistance	100	0	1	64		64				10	307	pierce-mag	1	1	1										scha													
of Thaumaturgy	-# Enemy Magic Resistance	100	0	1	64		64				10	307	pierce-mag	1	1	2										ring	mcha												
of Thaumaturgy	-# Enemy Magic Resistance	100	0	1	64		64				10	307	pierce-mag	1	1	3										amul	glov	boot	belt	helm	lcha								
of Thaumaturgy	-# Enemy Magic Resistance	100	0	1	64		64				10	307	pierce-mag	1	1	4										shld	weap												
of Thaumaturgy	-# Enemy Magic Resistance	100	0	1	64		64				10	307	pierce-mag	1	2	8										tors													
of Force	-# Enemy Physical Resistance	100	0	1	64		64				10	307	pierce-dmg	1	1	1										scha													
of Force	-# Enemy Physical Resistance	100	0	1	64		64				10	307	pierce-dmg	1	1	2										ring	mcha												
of Force	-# Enemy Physical Resistance	100	0	1	64		64				10	307	pierce-dmg	1	1	3										amul	glov	boot	belt	helm	lcha								
of Force	-# Enemy Physical Resistance	100	0	1	64		64				10	307	pierce-dmg	1	1	4										shld	weap												
of Force	-# Enemy Physical Resistance	100	0	1	64		64				10	307	pierce-dmg	1	2	8										tors													
of Miasma Bolt	Charged Skill	100	1	1	5		6		war	1	10	44	charged	395	-60	-10										pole	knif	head										0	0
of Miasma Bolt	Charged Skill	100	1	1	10		12		war	1	10	44	charged	395	-20	-6										swor												0	0
of Lethargy	Charged Skill	100	1	1	8		10		war	6	10	44	charged	393	-60	-8										pole	knif	head										0	0
of Lethargy	Charged Skill	100	1	1	17		20		war	6	10	44	charged	393	-20	-5										ring	circ											0	0
of Rancor	Charged Skill	100	1	1	13		15		war	12	10	44	charged	396	-60	-7										pole	knif	head										0	0
of Rancor	Charged Skill	100	1	1	25		31		war	12	10	44	charged	396	-20	-4										shld												0	0
of Apocalypse	Charged Skill	100	1	1	25		31		war	30	10	44	charged	401	-60	-3										staf	knif	head										0	0
of Apocalypse	Charged Skill	100	1	1	50		61		war	30	10	44	charged	401	-20	-1										glov												0	0
of Mastery	-# Enemy Magic Resistance	100	1	0	65		81				10	83	pierce-mag		3	5										mcha												0	0
of the Swift	+#% Faster Attack Speed	100	1	1	1	85	1				90	200	swing1		5	10										misl												0	0
of the Swift	+#% Faster Attack Speed	100	1	1	31		26				60	200	swing1		10	20										misl												0	0
of the Swift	+#% Faster Attack Speed	100	1	1	56	79	43				20	200	swing1		20	30										misl												0	0
of the Swift	+#% Faster Attack Speed	100	1	1	80		43				30	200	swing1		20	30										misl												0	0
of Slaying	#% Deadly Strike	100	1	1	1	85	1				90	201	deadly		5	10										misl												0	0
of Slaying	#% Deadly Strike	100	1	1	31		26				60	201	deadly		10	15										misl												0	0
of Slaying	#% Deadly Strike	100	1	1	56	79	43				20	201	deadly		15	20										misl												0	0
of Slaying	#% Deadly Strike	100	1	1	80		43				30	201	deadly		15	20										misl												0	0
of Maiming	#% Open Wounds	100	1	1	1	85	1				90	201	openwounds		5	10										misl												0	0
of Maiming	#% Open Wounds	100	1	1	31		26				60	201	openwounds		10	15										misl												0	0
of Maiming	#% Open Wounds	100	1	1	56	79	43				20	201	openwounds		15	20										misl												0	0
of Maiming	#% Open Wounds	100	1	1	80		43				30	201	openwounds		15	20										misl												0	0
of Piercing	Piercing Attack	100	1	1	1	85	1				90	201	pierce		10	10										misl												0	0
of Piercing	Piercing Attack	100	1	1	31		26				60	201	pierce		10	20										misl												0	0
of Piercing	Piercing Attack	100	1	1	56	79	43				20	201	pierce		20	30										misl												0	0
of Piercing	Piercing Attack	100	1	1	80		43				30	201	pierce		20	30										misl												0	0
of the Vampire	#% Life stolen per hit	100	1	1	1	85	1				90	202	lifesteal		2	3										misl												0	0
of the Vampire	#% Life stolen per hit	100	1	1	31		17				60	202	lifesteal		3	5										misl												0	0
of the Vampire	#% Life stolen per hit	100	1	1	56	79	34				20	202	lifesteal		5	10										misl												0	0
of the Vampire	#% Life stolen per hit	100	1	1	80		34				30	202	lifesteal		5	10										misl												0	0
of the Bat	#% Mana stolen per hit	100	1	1	1	85	1				90	203	manasteal		2	3										misl												0	0
of the Bat	#% Mana stolen per hit	100	1	1	31		17				60	203	manasteal		3	5										misl												0	0
of the Bat	#% Mana stolen per hit	100	1	1	56	79	34				20	203	manasteal		5	10										misl												0	0
of the Bat	#% Mana stolen per hit	100	1	1	80		34				30	203	manasteal		5	10										misl												0	0
of Resistance	Fire Resist	100	1	1	1	85	1				90	204	res-fire		5	10										misl												0	0
of Resistance	Fire Resist	100	1	1	31		17				60	204	res-fire		10	20										misl												0	0
of Resistance	Fire Resist	100	1	1	56	79	34				20	204	res-fire		20	30										misl												0	0
of Resistance	Fire Resist	100	1	1	80		34				30	204	res-fire		20	30										misl												0	0
of Resistance	Cold Resist	100	1	1	1	85	1				90	204	res-cold		5	10										misl												0	0
of Resistance	Cold Resist	100	1	1	31		17				60	204	res-cold		10	20										misl												0	0
of Resistance	Cold Resist	100	1	1	56	79	34				20	204	res-cold		20	30										misl												0	0
of Resistance	Cold Resist	100	1	1	80		34				30	204	res-cold		20	30										misl												0	0
of Resistance	Lightning Resist	100	1	1	1	85	1				90	204	res-ltng		5	10										misl												0	0
of Resistance	Lightning Resist	100	1	1	31		17				60	204	res-ltng		10	20										misl												0	0
of Resistance	Lightning Resist	100	1	1	56	79	34				20	204	res-ltng		20	30										misl												0	0
of Resistance	Lightning Resist	100	1	1	80		34				30	204	res-ltng		20	30										misl												0	0
of Resistance	Poison Resist	100	1	1	1	85	1				90	204	res-pois		5	10										misl												0	0
of Resistance	Poison Resist	100	1	1	31		17				60	204	res-pois		10	20										misl												0	0
of Resistance	Poison Resist	100	1	1	56	79	34				20	204	res-pois		20	30										misl												0	0
of Resistance	Poison Resist	100	1	1	80		34				30	204	res-pois		20	30										misl												0	0
of Resistance	All Resist	100	1	1	1	85	1				90	204	res-all		3	5										misl												0	0
of Resistance	All Resist	100	1	1	31		17				60	204	res-all		5	8										misl												0	0
of Resistance	All Resist	100	1	1	56	79	34				20	204	res-all		8	12										misl												0	0
of Resistance	All Resist	100	1	1	80		34				30	204	res-all		8	12										misl												0	0
of Fortune	magic and gold find	100	1	1	1	85	1				90	205	mag%		10	15	gold%		20	30						misl												0	0
of Fortune	magic and gold find	100	1	1	31		26				60	205	mag%		15	25	gold%		30	50						misl												0	0
of Fortune	magic and gold find	100	1	1	35	49	43				20	205	mag%		25	40	gold%		50	80						misl												0	0
of Fortune	magic and gold find	100	1	1	50		43				30	205	mag%		25	40	gold%		50	80						misl												0	0
of Transcendence	ctc lower resist	100	1	1	35		43				30	206	hit-skill	Lower Resist	10	5										misl												0	0
of Transcendence	ctc amp damage	100	1	1	35		43				30	206	hit-skill	Amplify Damage	10	5										misl												0	0
of Transcendence	ctc weaken	100	1	1	35		43				30	206	hit-skill	Weaken	10	5										misl												0	0
of Transcendence	ctc lower resist	100	1	1	59	84	68				10	206	hit-skill	Lower Resist	10	10	pierce-elem		10	15						misl												0	0
of Transcendence	ctc lower resist	100	1	1	85		68				10	206	hit-skill	Lower Resist	10	10	pierce-elem		10	15						misl												0	0
of Transcendence	ctc amp damage	100	1	1	59	84	68				10	206	hit-skill	Amplify Damage	10	10	pierce-dmg		10	15						misl												0	0
of Transcendence	ctc amp damage	100	1	1	85		68				10	206	hit-skill	Amplify Damage	10	10	pierce-dmg		10	15						misl												0	0
of Transcendence	ctc weaken	100	1	1	59	84	68				10	206	hit-skill	Weaken	10	10	pierce-mag		10	15						misl												0	0
of Transcendence	ctc weaken	100	1	1	85		68				10	206	hit-skill	Weaken	10	10	pierce-mag		10	15						misl												0	0
of Greater Life Everlasting	Greater Damage Reduced by # [early; marker=yes]	100	1	1	50	65	31				16	1	red-dmg		18	24	greater-affix-marker		1	1						amul	circ											0	0
of Greater Life Everlasting	Greater Damage Reduced by # [mid; marker=yes]	100	1	1	66	80	31				32	1	red-dmg		18	24	greater-affix-marker		1	1						amul	circ											0	0
of Greater Life Everlasting	Greater Damage Reduced by # [late; marker=yes]	100	1	1	81		31				48	1	red-dmg		18	24	greater-affix-marker		1	1						amul	circ											0	0
of Greater Anima	Greater Damage Reduced by # [early; marker=yes]	100	1	1	50	65	37				16	1	red-dmg		18	24	greater-affix-marker		1	1						tors	shld	circ										0	0
of Greater Anima	Greater Damage Reduced by # [mid; marker=yes]	100	1	1	66	80	37				32	1	red-dmg		18	24	greater-affix-marker		1	1						tors	shld	circ										0	0
of Greater Anima	Greater Damage Reduced by # [late; marker=yes]	100	1	1	81		37				48	1	red-dmg		18	24	greater-affix-marker		1	1						tors	shld	circ										0	0
of Greater Life	Greater Damage Reduced by # [early; marker=yes]	100	1	1	50	65	22				16	1	red-dmg		18	24	greater-affix-marker		1	1					dblu	amul	circ	ring										0	0
of Greater Life	Greater Damage Reduced by # [mid; marker=yes]	100	1	1	66	80	22				32	1	red-dmg		18	24	greater-affix-marker		1	1					dblu	amul	circ	ring										0	0
of Greater Life	Greater Damage Reduced by # [late; marker=yes]	100	1	1	81		22				48	1	red-dmg		18	24	greater-affix-marker		1	1					dblu	amul	circ	ring										0	0
of Greater Guarding	Greater Magic Resist +#% [early; marker=yes]	100	1	1	50	65	45				16	2	res-mag		24	30	greater-affix-marker		1	1						amul	orb	circ	tors	shld								0	0
of Greater Guarding	Greater Magic Resist +#% [mid; marker=yes]	100	1	1	66	80	45				32	2	res-mag		24	30	greater-affix-marker		1	1						amul	orb	circ	tors	shld								0	0
of Greater Guarding	Greater Magic Resist +#% [late; marker=yes]	100	1	1	81		45				48	2	res-mag		24	30	greater-affix-marker		1	1						amul	orb	circ	tors	shld								0	0
of Greater Negation	Greater Magic Resist +#% [early; marker=yes]	100	1	1	50	65	61				16	2	res-mag		24	30	greater-affix-marker		1	1						shld	orb	circ	tors									0	0
of Greater Negation	Greater Magic Resist +#% [mid; marker=yes]	100	1	1	66	80	61				32	2	res-mag		24	30	greater-affix-marker		1	1						shld	orb	circ	tors									0	0
of Greater Negation	Greater Magic Resist +#% [late; marker=yes]	100	1	1	81		61				48	2	res-mag		24	30	greater-affix-marker		1	1						shld	orb	circ	tors									0	0
of Greater Negation	Greater Magic Damage Reduced by # [early; marker=yes]	100	1	1	50	65	30				16	2	red-mag		9	10	greater-affix-marker		1	1						amul	orb	circ	ring									0	0
of Greater Negation	Greater Magic Damage Reduced by # [mid; marker=yes]	100	1	1	66	80	30				32	2	red-mag		9	10	greater-affix-marker		1	1						amul	orb	circ	ring									0	0
of Greater Negation	Greater Magic Damage Reduced by # [late; marker=yes]	100	1	1	81		30				48	2	red-mag		9	10	greater-affix-marker		1	1						amul	orb	circ	ring									0	0
of the Greater Sentinel	Greater Magic Resist +#% [early; marker=yes]	100	1	1	1	65	26				999999	2	res-mag		24	30	greater-affix-marker		1	1						ring	amul	orb	circ	tors	shld							0	0
of the Greater Sentinel	Greater Magic Resist +#% [mid; marker=yes]	100	1	1	66	80	26				999999	2	res-mag		24	30	greater-affix-marker		1	1						ring	amul	orb	circ	tors	shld							0	0
of the Greater Sentinel	Greater Magic Resist +#% [late; marker=yes]	100	1	1	81		26				999999	2	res-mag		24	30	greater-affix-marker		1	1						ring	amul	orb	circ	tors	shld							0	0
